"id";"codigo_ug";"nome_ug";"date_from";"date_to";"version"
576;160518;"BASE DE AVIACAO DE TAUBATE";"1970-01-01";"2038-01-01";1
577;254462;"COORDENACAO GERAL DE INFRAESTRUTURA DOS CAMPI";"1970-01-01";"2038-01-01";1
578;154358;"UTFPR - CAMPUS CURITIBA";"1970-01-01";"2038-01-01";1
579;158517;"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"1970-01-01";"2038-01-01";1
580;160285;"ARSENAL DE GUERRA DO RIO";"1970-01-01";"2038-01-01";1
581;910811;"FURNAS CENTRAIS ELETRICAS S/A";"1970-01-01";"2038-01-01";1
582;114601;"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"1970-01-01";"2038-01-01";1
583;155910;"HOSPITAL UNIVERSITARIO DE LAGARTO";"1970-01-01";"2038-01-01";1
584;160016;"COMANDO DO COMANDO MILITAR DA AMAZONIA";"1970-01-01";"2038-01-01";1
585;135032;"EMBRAPA/CNPT";"1970-01-01";"2038-01-01";1
586;158161;"UNIVERSIDADE FEDERAL ITAJUBA-CAMPUS ITABIRA";"1970-01-01";"2038-01-01";1
587;225001;"CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO";"1970-01-01";"2038-01-01";1
588;335020;"DATAPREV-ESCRITORIO ESTADUAL DE STA.CATARINA";"1970-01-01";"2038-01-01";1
589;250103;"HOSPITAL FEDERAL DE IPANEMA";"1970-01-01";"2038-01-01";1
590;254463;"INSTITUTO OSWALDO CRUZ";"1970-01-01";"2038-01-01";1
591;150244;"HOSPITAL UNIVERSITARIO WALTER CANTIDIO";"1970-01-01";"2038-01-01";1
592;158658;"UNIV. FEDERAL DA INTEGRACAO-LATINO-AMERICANA";"1970-01-01";"2038-01-01";1
593;168006;"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"1970-01-01";"2038-01-01";1
594;926128;"DIVISAO DE CENTRO DE SERV. COMPARTAILHADOS RJ";"1970-01-01";"2038-01-01";1
595;160447;"1 BATALHAO FERROVIARIO";"1970-01-01";"2038-01-01";1
596;120638;"BASE AEREA DE CAMPO GRANDE";"1970-01-01";"2038-01-01";1
597;153032;"UNIVERSIDADE FEDERAL DE LAVRAS";"1970-01-01";"2038-01-01";1
598;120643;"BASE AEREA DE SANTA MARIA";"1970-01-01";"2038-01-01";1
599;399003;"COMPANHIA DOCAS DO ESTADO DE SAO PAULO";"1970-01-01";"2038-01-01";1
600;110746;"INTERVENCAO FEDERAL RIO DE JANEIRO";"1970-01-01";"2038-01-01";1
601;120631;"BASE AEREA DE NATAL";"1970-01-01";"2038-01-01";1
602;150224;"HOSPITAL UNIVERSITARIO GETULIO VARGAS";"1970-01-01";"2038-01-01";1
603;153045;"UNIVERSIDADE FEDERAL DO CEARA";"1970-01-01";"2038-01-01";1
604;154047;"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS";"1970-01-01";"2038-01-01";1
605;155125;"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"1970-01-01";"2038-01-01";1
606;200113;"SUPERINTENDENCIA DA PRF EM PERNAMBUCO";"1970-01-01";"2038-01-01";1
607;120635;"GRUPAMENTO DE APOIO DE GUARATINGUETA";"1970-01-01";"2038-01-01";1
608;201014;"BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL";"1970-01-01";"2038-01-01";1
609;153028;"UNIVERSIDADE FEDERAL DE ALFENAS";"1970-01-01";"2038-01-01";1
610;160348;"5 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"1970-01-01";"2038-01-01";1
611;335004;"DATAPREV-ESCRITORIO ESTADUAL DO CEARA";"1970-01-01";"2038-01-01";1
612;135031;"EMBRAPA/CPACT";"1970-01-01";"2038-01-01";1
613;765720;"HOSPITAL NAVAL MARCILIO DIAS";"1970-01-01";"2038-01-01";1
614;155021;"HOSPITAL DAS CLINICAS DA UFMG";"1970-01-01";"2038-01-01";1
615;110120;"AGENCIA BRASILEIRA DE INTELIGENCIA";"1970-01-01";"2038-01-01";1
616;153065;"UNIVERSIDADE FEDERAL DA PARAIBA";"1970-01-01";"2038-01-01";1
617;153178;"UTFPR - CAMPUS PONTA GROSSA";"1970-01-01";"2038-01-01";1
618;158274;"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"1970-01-01";"2038-01-01";1
619;323031;"ESCRITORIO CENTRAL DA ANP";"1970-01-01";"2038-01-01";1
620;344002;"FUNDACAO JOAQUIM NABUCO";"1970-01-01";"2038-01-01";1
621;154039;"FUNDACAO UNIVERSIDADE DO AMAZONAS";"1970-01-01";"2038-01-01";1
622;158139;"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE";"1970-01-01";"2038-01-01";1
623;160203;"2o BATALHAO DE ENGENHARIA DE CONSTRUCAO";"1970-01-01";"2038-01-01";1
624;254420;"FUNDACAO OSWALDO CRUZ";"1970-01-01";"2038-01-01";1
625;154041;"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"1970-01-01";"2038-01-01";1
626;155023;"HOSPITAL UNIVERSITARIO LAURO WANDERLEY";"1970-01-01";"2038-01-01";1
627;153033;"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN";"1970-01-01";"2038-01-01";1
628;120633;"GRUPAMENTO DE APOIO DE SAO PAULO";"1970-01-01";"2038-01-01";1
629;153052;"UNIVERSIDADE FEDERAL DE GOIAS";"1970-01-01";"2038-01-01";1
630;154045;"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"1970-01-01";"2038-01-01";1
631;785810;"CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND";"1970-01-01";"2038-01-01";1
632;120627;"GRUPAMENTO DE APOIO DE ALCANTARA";"1970-01-01";"2038-01-01";1
633;335021;"DATAPREV-ESCRITORIO ESTADUAL DE SAO PAULO";"1970-01-01";"2038-01-01";1
634;155903;"HOSPITAL UNIVERSITARIO DA UFJF";"1970-01-01";"2038-01-01";1
635;158141;"INST.FED.DE EDUC.,CIENC.E TEC.DO RS";"1970-01-01";"2038-01-01";1
636;150246;"MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND";"1970-01-01";"2038-01-01";1
637;154069;"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"1970-01-01";"2038-01-01";1
638;154359;"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"1970-01-01";"2038-01-01";1
639;158196;"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG";"1970-01-01";"2038-01-01";1
640;120629;"GRUPAMENTO DE APOIO DE CANOAS";"1970-01-01";"2038-01-01";1
641;179085;"BANCO DO NORDESTE DO BRASIL S/A";"1970-01-01";"2038-01-01";1
642;120016;"GRUPAMENTO DE APOIO DE S J CAMPOS";"1970-01-01";"2038-01-01";1
643;153031;"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"1970-01-01";"2038-01-01";1
644;910813;"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"1970-01-01";"2038-01-01";1
645;158261;"INST.FED.DO RS/CAMPUS PORTO ALEGRE";"1970-01-01";"2038-01-01";1
646;925039;"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A";"1970-01-01";"2038-01-01";1
647;120645;"GRUPAMENTO DE APOIO DO GALEAO";"1970-01-01";"2038-01-01";1
648;153046;"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"1970-01-01";"2038-01-01";1
649;154054;"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"1970-01-01";"2038-01-01";1
650;160067;"DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO";"1970-01-01";"2038-01-01";1
651;153058;"PRO-REITORIA DE ASSUNTOS ESTUDANTIS";"1970-01-01";"2038-01-01";1
652;155017;"HOSPITAL UNIVERSITARIO DA UFS";"1970-01-01";"2038-01-01";1
653;120628;"GRUPAMENTO DE APOIO DE BELEM";"1970-01-01";"2038-01-01";1
654;120632;"GRUPAMENTO DE APOIO DE RECIFE";"1970-01-01";"2038-01-01";1
655;120644;"GRUPAMENTO DE APOIO DE CURITIBA";"1970-01-01";"2038-01-01";1
656;257003;"INSTITUTO EVANDRO CHAGAS";"1970-01-01";"2038-01-01";1
657;250005;"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"1970-01-01";"2038-01-01";1
658;154050;"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"1970-01-01";"2038-01-01";1
659;153047;"HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES";"1970-01-01";"2038-01-01";1
660;120625;"GRUPAMENTO DE APOIO DO DISTRITO FED";"1970-01-01";"2038-01-01";1
661;925130;"BANCO CENTRAL DO BRASIL - BELEM";"1970-01-01";"2038-01-01";1
662;158516;"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"1970-01-01";"2038-01-01";1
663;335005;"DATAPREV-ESCRITORIO DO DISTRITO FEDERAL";"1970-01-01";"2038-01-01";1
664;152005;"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ";"1970-01-01";"2038-01-01";1
665;925133;"GERENCIA ADMINISTRATIVA EM FORTALEZA";"1970-01-01";"2038-01-01";1
666;179087;"BANCO CENTRAL DO BRASIL";"1970-01-01";"2038-01-01";1
667;925134;"GERENCIA ADMINISTRATIVA EM PORTO ALEGRE";"1970-01-01";"2038-01-01";1
668;154042;"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"1970-01-01";"2038-01-01";1
669;30100;"PROJETO DE APOIO A MODERNIZACAO/TCU";"1970-01-01";"2038-01-01";1
670;153079;"UNIVERSIDADE FEDERAL DO PARANA";"1970-01-01";"2038-01-01";1
671;155019;"HOSPITAL UNIVERSITARIO JULIO MULLER";"1970-01-01";"2038-01-01";1
672;153808;"HOSPITAL DE CLINICAS DA UFPR";"1970-01-01";"2038-01-01";1
673;926524;"AMAZONAS GERACAO E TRANSMISSAO DE ENERGIA S.A";"1970-01-01";"2038-01-01";1
674;150218;"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"1970-01-01";"2038-01-01";1
675;742000;"CENTRO TECNOLOGICO DA MARINHA EM SAO PAULO";"1970-01-01";"2038-01-01";1
676;150233;"HOSPITAL DE CLINICAS DA UFU";"1970-01-01";"2038-01-01";1
677;153080;"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"1970-01-01";"2038-01-01";1
678;153114;"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"1970-01-01";"2038-01-01";1
679;154043;"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"1970-01-01";"2038-01-01";1
680;250052;"INSTITUTO NACIONAL DO CANCER - RJ";"1970-01-01";"2038-01-01";1
681;152477;"UNIFESP-HOSP. UNIVERSITARIO";"1970-01-01";"2038-01-01";1
682;154052;"UFV - CAMPUS FLORESTAL";"1970-01-01";"2038-01-01";1
683;113202;"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"1970-01-01";"2038-01-01";1
684;154051;"UNIVERSIDADE FEDERAL DE VICOSA";"1970-01-01";"2038-01-01";1
685;135033;"EMBRAPA/CNPUV";"1970-01-01";"2038-01-01";1
686;393010;"SUPERINTENDENCIA REG. NO ESTADO MS - DNIT";"1970-01-01";"2038-01-01";1
687;240108;"INSTITUTO NACIONAL DE PESQ. ESPACIAIS-INPE";"1970-01-01";"2038-01-01";1
688;393023;"SUPERINTENDENCIA REG. NO ESTADO TO - DNIT";"1970-01-01";"2038-01-01";1
689;393014;"SUPERINTEND. REG. NO ESTADO DE RO-DNIT";"1970-01-01";"2038-01-01";1
690;393027;"SUPERINTENDENCIA REG. NO ESTADO BA - DNIT";"1970-01-01";"2038-01-01";1
691;393011;"SUPERINTEND.REG. NOS ESTADOS GO/DF - DNIT";"1970-01-01";"2038-01-01";1
692;153163;"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"1970-01-01";"2038-01-01";1
693;393031;"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"1970-01-01";"2038-01-01";1
694;150232;"HOSPITAL UNIVERSITARIO - UFSC";"1970-01-01";"2038-01-01";1
695;238014;"EMPRESA DE TEC, E INFORMACOES DA PREV. SOCIAL";"1970-01-01";"2038-01-01";1
696;154035;"HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO";"1970-01-01";"2038-01-01";1
697;153049;"CENTRO UNIVERSITARIO NORTE DO ESPIRITO SANTO.";"1970-01-01";"2038-01-01";1
698;806030;"SERPRO - SEDE - BRASILIA";"1970-01-01";"2038-01-01";1
699;158526;"IFSP - CAMPUS ITAPETININGA";"1970-01-01";"2038-01-01";1
700;803080;"SERPRO - REGIONAL SAO PAULO";"1970-01-01";"2038-01-01";1
701;158712;"IFSP - CAMPUS CAPIVARI";"1970-01-01";"2038-01-01";1
702;803010;"SERPRO - REGIONAL BRASILIA";"1970-01-01";"2038-01-01";1
703;762300;"COLEGIO NAVAL";"1970-01-01";"2038-01-01";1
704;803060;"SERPRO - REGIONAL BELO HORIZONTE";"1970-01-01";"2038-01-01";1
705;803040;"SERPRO - REGIONAL RECIFE";"1970-01-01";"2038-01-01";1
706;158525;"IFSP - CAMPUS BIRIGUI";"1970-01-01";"2038-01-01";1
707;158364;"IFSP - CAMPUS SALTO";"1970-01-01";"2038-01-01";1
708;158713;"IFSP - CAMPUS SAO JOSE DOS CAMPOS";"1970-01-01";"2038-01-01";1
709;158349;"IFSP - CAMPUS CARAGUATATUBA";"1970-01-01";"2038-01-01";1
710;910810;"ELETROSUL CENTRAIS ELETRICAS S.A.";"1970-01-01";"2038-01-01";1
711;910809;"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"1970-01-01";"2038-01-01";1
712;158749;"IFSP - CAMPUS SOROCABA";"1970-01-01";"2038-01-01";1
713;158419;"INST.FED. ESPIRITO SANTO/CAMPUS ARACRUZ";"1970-01-01";"2038-01-01";1
714;160476;"22.DEPOSITO DE SUPRIMENTO";"1970-01-01";"2038-01-01";1
715;380950;"SUPERINTENDENCIA REGIONAL DO TRABALHO/RO";"1970-01-01";"2038-01-01";1
716;926328;"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"1970-01-01";"2038-01-01";1
717;926171;"EMP. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA";"1970-01-01";"2038-01-01";1
718;925136;"BANCO CENTRAL DO BRASIL - RIO DE JANEIRO";"1970-01-01";"2038-01-01";1
719;110101;"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"1970-01-01";"2038-01-01";1
720;113201;"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"1970-01-01";"2038-01-01";1
721;114602;"SUPERINTENDENCIA ESTADUAL DO IBGE EM RONDONIA";"1970-01-01";"2038-01-01";1
722;114604;"SUPERINTENDENCIA ESTADUAL DO IBGE NO AMAZONAS";"1970-01-01";"2038-01-01";1
723;114610;"SUPERINTENDENCIA ESTADUAL DO IBGE NO CEARA";"1970-01-01";"2038-01-01";1
724;114614;"SUPERINTENDENCIA ESTADUAL IBGE PERNAMBUCO";"1970-01-01";"2038-01-01";1
725;114617;"SUPERINTENDENCIA ESTADUAL DO IBGE NA BAHIA";"1970-01-01";"2038-01-01";1
726;114618;"SUPERINTENDENCIA ESTADUAL IBGE MINAS GERAIS";"1970-01-01";"2038-01-01";1
727;114620;"UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL";"1970-01-01";"2038-01-01";1
728;114626;"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"1970-01-01";"2038-01-01";1
729;114627;"SUPERINTENDENCIA DO IBGE EM GOIAS";"1970-01-01";"2038-01-01";1
730;120641;"BASE AEREA DE PORTO VELHO";"1970-01-01";"2038-01-01";1
731;130011;"INSTITUTO NACIONAL DE METEOROLOGIA";"1970-01-01";"2038-01-01";1
732;130067;"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/SP";"1970-01-01";"2038-01-01";1
733;130094;"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/PA";"1970-01-01";"2038-01-01";1
734;135004;"EMBRAPA/AGROENERGIA";"1970-01-01";"2038-01-01";1
735;135011;"EMBRAPA/CNPA";"1970-01-01";"2038-01-01";1
736;135015;"EMBRAPA/CNPGL";"1970-01-01";"2038-01-01";1
737;135023;"EMBRAPA/CNPAB";"1970-01-01";"2038-01-01";1
738;135025;"EMBRAPA/CNPMA";"1970-01-01";"2038-01-01";1
739;135026;"EMBRAPA/CNPDIA";"1970-01-01";"2038-01-01";1
740;135036;"EMBRAPA/CNPAF";"1970-01-01";"2038-01-01";1
741;135345;"CONAB SEDE/SUREG PI";"1970-01-01";"2038-01-01";1
742;150149;"CAMPUS APUCARANA";"1970-01-01";"2038-01-01";1
743;150150;"UTFPR - CAMPUS TOLEDO";"1970-01-01";"2038-01-01";1
744;150154;"CENTRO DE EDUCACAO E SAUDE DA UFCG";"1970-01-01";"2038-01-01";1
745;151910;"IFPE - CAMPUS GARANHUNS";"1970-01-01";"2038-01-01";1
746;152141;"IFB - CAMPUS SAMAMBAIA";"1970-01-01";"2038-01-01";1
747;152237;"CAMPUS ARRAIAL DO CABO";"1970-01-01";"2038-01-01";1
748;153167;"COLEGIO PEDRO II";"1970-01-01";"2038-01-01";1
749;154034;"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"1970-01-01";"2038-01-01";1
750;154503;"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"1970-01-01";"2038-01-01";1
751;154579;"INSTITUTO FEDERAL BAIANO - CAMPUS VALENCA";"1970-01-01";"2038-01-01";1
752;154629;"IF GOIANO - CAMPUS CAMPOS BELOS";"1970-01-01";"2038-01-01";1
753;154852;"UTFPR CAMPUS SANTA HELENA";"1970-01-01";"2038-01-01";1
754;155007;"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"1970-01-01";"2038-01-01";1
755;155152;"CAMPUS TRINDADE - IF GOIANO";"1970-01-01";"2038-01-01";1
756;155422;"IFAM - CAMPUS AVANCADO MANACAPURU";"1970-01-01";"2038-01-01";1
757;155626;"COLEGIO PEDRO II - CAMPUS REALENGO I";"1970-01-01";"2038-01-01";1
758;155630;"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO I";"1970-01-01";"2038-01-01";1
759;155632;"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO III";"1970-01-01";"2038-01-01";1
760;155941;"INSTITUTO FED DO AP CAMPUS AGRIC PORTO GRANDE";"1970-01-01";"2038-01-01";1
761;158099;"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO";"1970-01-01";"2038-01-01";1
762;158121;"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG";"1970-01-01";"2038-01-01";1
763;158133;"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA";"1970-01-01";"2038-01-01";1
764;158136;"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO";"1970-01-01";"2038-01-01";1
765;158137;"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"1970-01-01";"2038-01-01";1
766;158303;"IFSULDEMINAS - CAMPUS MUZAMBINHO";"1970-01-01";"2038-01-01";1
767;158305;"IFSULDEMINAS - CAMPUS INCONFIDENTES";"1970-01-01";"2038-01-01";1
768;158307;"INST.FED.DO PARA/CAMPUS MARABA RURAL";"1970-01-01";"2038-01-01";1
769;158315;"CAMPUS QUIXADA/IFCE";"1970-01-01";"2038-01-01";1
770;158321;"CAMPUS CRATO/IFCE";"1970-01-01";"2038-01-01";1
771;158377;"INST.FED.DO NORTE DE MG/CAMPUS SALINAS";"1970-01-01";"2038-01-01";1
772;158378;"INST.FED.DO NORTE DE MG/CAMPUS JANUARIA";"1970-01-01";"2038-01-01";1
773;158393;"INST. FED. DE SERGIPE/CAMPUS ARACAJU";"1970-01-01";"2038-01-01";1
774;158458;"IF CATARINENSE - CAMPUS RIO DO SUL";"1970-01-01";"2038-01-01";1
775;158492;"INST.FED.MATO GROSSO/CAMPUS CAMPO N. PARECIS";"1970-01-01";"2038-01-01";1
776;158635;"INST.FED.RONDONIA/CAMPUS GUAJARA MIRIM";"1970-01-01";"2038-01-01";1
777;158883;"INST.FED.DO ESPIRITO SANTO/CAMPUS GUARAPARI";"1970-01-01";"2038-01-01";1
778;158884;"INST.FED.ESPIRITO SANTO/CAMPUS MONTANHA";"1970-01-01";"2038-01-01";1
779;158961;"CAMPUS CAMOCIM/IFCE";"1970-01-01";"2038-01-01";1
780;160015;"COMANDO 2 GRUPAMENTO ENGENHARIA";"1970-01-01";"2038-01-01";1
781;160062;"CENTRO DE INTELIGENCIA DO EXERCITO";"1970-01-01";"2038-01-01";1
782;160065;"COMANDO DA 11A. REGIAO MILITAR";"1970-01-01";"2038-01-01";1
783;160214;"5 COMPANHIA DE COMUNICACOES BLINDADA";"1970-01-01";"2038-01-01";1
784;160237;"CENTRO DE AVALIACOES DO EXERCITO";"1970-01-01";"2038-01-01";1
785;160260;"1o GAC SL - CONTROLE PATRIMONIAL E CUSTOS";"1970-01-01";"2038-01-01";1
786;160332;"POLICLINICA MILITAR DA PRAIA VERMELHA";"1970-01-01";"2038-01-01";1
787;160336;"DIRETORIA DE FABRICACAO";"1970-01-01";"2038-01-01";1
788;160416;"HOSPITAL GERAL DE SANTA MARIA";"1970-01-01";"2038-01-01";1
789;160444;"COMANDO 14 BRIGADA INFANTARIA MOTORIZADA";"1970-01-01";"2038-01-01";1
790;160455;"20 GRUPO DE ARTILHARIA DE CAMPANHA LEVE";"1970-01-01";"2038-01-01";1
791;160466;"COMANDO 11 BRIGADA INFANTARIA LEVE (GLO)";"1970-01-01";"2038-01-01";1
792;160513;"9o B MNT - CONTROLE PATRIMONIAL E CUSTOS";"1970-01-01";"2038-01-01";1
793;160520;"23o BATALHAO LOGISTICO DE SELVA";"1970-01-01";"2038-01-01";1
794;160524;"15 BATALHAO LOGISTICO";"1970-01-01";"2038-01-01";1
795;170024;"DELEGACIA DA RFB EM MACAPA";"1970-01-01";"2038-01-01";1
796;170121;"DELEGACIA DA RFB EM NITEROI";"1970-01-01";"2038-01-01";1
797;170134;"DELEGACIA DA RFB EM ARACATUBA";"1970-01-01";"2038-01-01";1
798;170162;"ALFANDEGA DA RFB EM FOZ DO IGUACU";"1970-01-01";"2038-01-01";1
799;170169;"DELEGACIA DA RFB EM FLORIANOPOLIS";"1970-01-01";"2038-01-01";1
800;170170;"DELEGACIA DA RFB EM JOACABA";"1970-01-01";"2038-01-01";1
801;170171;"DELEGACIA DA RFB EM JOINVILLE";"1970-01-01";"2038-01-01";1
802;170177;"SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"1970-01-01";"2038-01-01";1
803;170192;"DELEGACIA DA RFB EM CUIABA";"1970-01-01";"2038-01-01";1
804;170263;"DELEGACIA DA RFB EM SANTA CRUZ DO SUL";"1970-01-01";"2038-01-01";1
805;170312;"DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTARIA/SP";"1970-01-01";"2038-01-01";1
806;170315;"DELEGACIA DA RFB EM LAGES";"1970-01-01";"2038-01-01";1
807;170389;"ALFANDEGA DA RFB PORTO DE SAO FRANC.DO SUL";"1970-01-01";"2038-01-01";1
808;179102;"EMPRESA GESTORA DE ATIVOS  EMGEA";"1970-01-01";"2038-01-01";1
809;193106;"IBAMA - SUPERINTENDENCIA DISTRITO FEDERAL/DF";"1970-01-01";"2038-01-01";1
810;193112;"IBAMA - SUPERINTENDENCIA MATO GROSSO SUL/MS";"1970-01-01";"2038-01-01";1
811;193114;"IBAMA - SUPERINTENDENCIA DO PARA/PA";"1970-01-01";"2038-01-01";1
812;193121;"IBAMA - SUPERINTENDENCIA DE RONDONIA/RO";"1970-01-01";"2038-01-01";1
813;193183;"IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO";"1970-01-01";"2038-01-01";1
814;194022;"MUSEU DO INDIO - RIO DE JANEIRO";"1970-01-01";"2038-01-01";1
815;194067;"COORD. REG. NOROESTE DO MATO GROSSO/MT";"1970-01-01";"2038-01-01";1
816;194085;"COORDENACAO REGIONAL DE PONTA PORA/MS";"1970-01-01";"2038-01-01";1
817;195011;"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"1970-01-01";"2038-01-01";1
818;200123;"SUPERINTENDENCIA DA PRF NO RIO GRANDE DO NORT";"1970-01-01";"2038-01-01";1
819;200141;"SUPERINTENDENCIA DA PRF NO DISTRITO FEDERAL";"1970-01-01";"2038-01-01";1
820;200344;"SUPERINTENDENCIA REGIONAL NO ESTADO DE SE";"1970-01-01";"2038-01-01";1
821;200352;"SUPERINTENDENCIA REGIONAL NO ESTADO DO ES";"1970-01-01";"2038-01-01";1
822;200370;"SUPERINTENDENCIA REGIONAL NO ESTADO DE SC";"1970-01-01";"2038-01-01";1
823;200392;"SUPERINTENDENCIA REGIONAL NO ESTADO DO CE";"1970-01-01";"2038-01-01";1
824;200406;"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"1970-01-01";"2038-01-01";1
825;201062;"DIVISAO DE PESSOAL EX-TERRITORIO DE RONDONIA";"1970-01-01";"2038-01-01";1
826;240003;"MRE - ESCRITORIO DE RPRES.NO RIO DE JANEIRO";"1970-01-01";"2038-01-01";1
827;240025;"AGENCIA BRASILEIRA DE COOPERACAO - ABC";"1970-01-01";"2038-01-01";1
828;244001;"FUNDACAO ALEXANDRE DE GUSMAO";"1970-01-01";"2038-01-01";1
829;250017;"SUPERINTENDENCIA ESTADUAL DO MS/CE";"1970-01-01";"2038-01-01";1
830;250030;"SUPERINTENDENCIA ESTADUAL DO MS/PI";"1970-01-01";"2038-01-01";1
831;250032;"SUPERINTENDENCIA ESTADUAL DO MS/RN";"1970-01-01";"2038-01-01";1
832;253011;"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-MG";"1970-01-01";"2038-01-01";1
833;253018;"COORD.VIG.SANIT.DE PORTOS,AER.E FRONTEIRAS-CE";"1970-01-01";"2038-01-01";1
834;253033;"AGENCIA NACIONAL DE SAUDE S. - DF";"1970-01-01";"2038-01-01";1
835;255002;"FUNDACAO NACIONAL DE SAUDE - AL";"1970-01-01";"2038-01-01";1
836;255026;"FUNDACAO NACIONAL DE SAUDE - SE";"1970-01-01";"2038-01-01";1
837;257024;"DISTRITO SANIT.ESP.INDIGENA - ALTO RIO NEGRO";"1970-01-01";"2038-01-01";1
838;257027;"DISTRITO SANIT.ESP.INDIGENA - MANAUS";"1970-01-01";"2038-01-01";1
839;257034;"DISTRITO SANIT.ESP.INDIGENA - MARANHAO";"1970-01-01";"2038-01-01";1
840;257035;"DISTRITO SANIT.ESP.INDIGENA - MG/ES";"1970-01-01";"2038-01-01";1
841;257040;"DISTRITO SANIT.ESP.INDIGENA - XAVANTE";"1970-01-01";"2038-01-01";1
842;257054;"DISTRITO SANIT.ESP.INDIGENA - TOCANTINS";"1970-01-01";"2038-01-01";1
843;264012;"FUNDACENTRO/ESCRITORIO AVANCADO NO EST. DO RJ";"1970-01-01";"2038-01-01";1
844;323116;"GERENCIA REGIONAL DA ANM - CE";"1970-01-01";"2038-01-01";1
845;343012;"SUPERINTENDENCIA DO IPHAN R.G.DO SUL,IPHAN-RS";"1970-01-01";"2038-01-01";1
846;343020;"MUSEU LASAR SEGALL - SAO PAULO";"1970-01-01";"2038-01-01";1
847;343036;"SUPERINTENDENCIA DO IPHAN NO PIAUI, IPHAN-PI";"1970-01-01";"2038-01-01";1
848;343039;"SUPERINTENDENCIA DO IPHAN NO RIO G. NORTE/RN";"1970-01-01";"2038-01-01";1
849;344001;"FUNDACAO CASA DE RUI BARBOSA";"1970-01-01";"2038-01-01";1
